"row","fold"
4140,"train"
4141,"train"
4142,"train"
4143,"train"
4144,"test"
4145,"train"
4146,"train"
4147,"test"
4148,"train"
4149,"train"
4150,"train"
4151,"train"
4152,"train"
4153,"train"
4154,"test"
4155,"train"
4156,"train"
4157,"train"
4158,"train"
4159,"train"
4160,"test"
4161,"train"
4162,"test"
4163,"train"
4164,"train"
4165,"test"
4166,"train"
4167,"test"
4168,"train"
4169,"train"
4170,"train"
4171,"train"
4172,"test"
4173,"train"
4174,"test"
4175,"test"
4176,"train"
4177,"train"
4178,"train"
4179,"train"
4180,"test"
4181,"train"
4182,"train"
4183,"train"
4184,"train"
4185,"train"
4186,"train"
4187,"train"
4188,"train"
4189,"train"
4190,"train"
4191,"train"
4192,"test"
4193,"train"
4194,"train"
4195,"test"
4196,"train"
4197,"train"
4198,"train"
4199,"train"
4200,"train"
4201,"test"
4202,"train"
4203,"train"
4204,"train"
4205,"train"
4206,"test"
4207,"train"
4208,"train"
4209,"test"
4210,"train"
4211,"train"
4212,"train"
4213,"train"
4214,"train"
4215,"train"
4216,"test"
4217,"train"
4218,"test"
4219,"train"
4220,"train"
4221,"test"
4222,"train"
4223,"train"
4224,"train"
4225,"train"
4226,"train"
4227,"train"
4228,"train"
4229,"train"
4230,"train"
4231,"train"
4232,"test"
4233,"train"
4234,"train"
4235,"train"
4236,"test"
4237,"train"
4238,"train"
4239,"train"
4240,"train"
4241,"train"
4242,"train"
4243,"test"
4244,"test"
4245,"train"
4246,"train"
4247,"train"
4248,"train"
4249,"train"
4250,"train"
4251,"train"
4252,"train"
4253,"train"
4254,"train"
4255,"train"
4256,"train"
4257,"train"
4258,"train"
4259,"train"
4260,"train"
4261,"train"
4262,"train"
4263,"test"
4264,"train"
4265,"train"
4266,"test"
4267,"train"
4268,"train"
4269,"train"
4270,"train"
4271,"train"
4272,"train"
4273,"train"
4274,"train"
4275,"train"
4276,"train"
4277,"test"
4278,"train"
4279,"train"
4280,"train"
4281,"train"
4282,"train"
4283,"train"
4284,"test"
4285,"train"
4286,"test"
4287,"train"
4288,"train"
4289,"train"
4290,"train"
4291,"train"
4292,"train"
4293,"test"
4294,"train"
4295,"train"
4296,"train"
4297,"test"
4298,"train"
4299,"train"
4300,"test"
4301,"train"
4302,"train"
4303,"train"
4304,"train"
4305,"train"
4306,"train"
4307,"train"
4308,"train"
4309,"train"
4310,"train"
4311,"train"
4312,"train"
4313,"train"
4314,"train"
4315,"train"
4316,"train"
4317,"train"
4318,"train"
4319,"test"
4320,"train"
4321,"train"
4322,"train"
4323,"train"
4324,"train"
4325,"test"
4326,"train"
4327,"test"
4328,"train"
4329,"train"
4330,"train"
4331,"train"
4332,"train"
4333,"train"
4334,"train"
4335,"train"
4336,"test"
4337,"test"
4338,"test"
4339,"test"
4340,"train"
4341,"train"
4342,"train"
4343,"train"
4344,"test"
4345,"train"
4346,"test"
4347,"train"
4348,"train"
4349,"train"
4350,"train"
4351,"train"
4352,"test"
4353,"train"
4354,"train"
4355,"train"
4356,"train"
4357,"test"
4358,"train"
4359,"test"
4360,"train"
4361,"train"
4362,"test"
4363,"train"
4364,"test"
4365,"train"
4366,"test"
4367,"train"
4368,"train"
4369,"train"
4370,"train"
4371,"train"
4372,"test"
4373,"train"
4374,"train"
4375,"train"
4376,"train"
4377,"train"
4378,"train"
4379,"train"
4380,"test"
4381,"train"
4382,"test"
4383,"train"
4384,"train"
4385,"train"
4386,"test"
4387,"train"
4388,"test"
4389,"train"
4390,"train"
4391,"train"
4392,"train"
4393,"train"
4394,"train"
4395,"train"
4396,"test"
4397,"train"
4398,"train"
4399,"test"
4400,"train"
4401,"train"
4402,"train"
4403,"train"
4404,"train"
4405,"train"
4406,"train"
4407,"train"
4408,"train"
4409,"train"
4410,"train"
4411,"train"
4412,"train"
4413,"train"
4414,"train"
4415,"train"
4416,"train"
4417,"train"
4418,"train"
4419,"train"
4420,"test"
4421,"test"
4422,"test"
4423,"train"
4424,"test"
4425,"train"
4426,"test"
4427,"test"
4428,"train"
4429,"train"
4430,"train"
4431,"train"
4432,"test"
4433,"train"
4434,"train"
4435,"test"
4436,"test"
4437,"train"
4438,"train"
4439,"train"
4440,"train"
4441,"test"
4442,"train"
4443,"train"
4444,"train"
4445,"train"
4446,"train"
4447,"train"
4448,"test"
4449,"train"
4450,"train"
4451,"train"
4452,"test"
4453,"train"
4454,"train"
4455,"train"
4456,"test"
4457,"test"
4458,"train"
4459,"train"
4460,"train"
4461,"test"
4462,"train"
4463,"train"
4464,"test"
4465,"train"
4466,"train"
4467,"train"
4468,"train"
4469,"train"
4470,"test"
4471,"train"
4472,"train"
4473,"train"
4474,"train"
4475,"test"
4476,"test"
4477,"train"
4478,"train"
4479,"train"
4480,"train"
4481,"train"
4482,"train"
4483,"train"
4484,"train"
4485,"train"
4486,"train"
4487,"test"
4488,"train"
4489,"test"
4490,"train"
4491,"test"
4492,"train"
4493,"train"
4494,"train"
4495,"train"
4496,"test"
4497,"train"
4498,"train"
4499,"test"
4500,"train"
4501,"test"
4502,"train"
4503,"train"
4504,"train"
4505,"train"
4506,"train"
4507,"test"
4508,"train"
4509,"train"
4510,"test"
4511,"train"
4512,"test"
4513,"train"
4514,"train"
4515,"train"
4516,"train"
4517,"train"
4518,"test"
4519,"train"
4520,"train"
4521,"test"
4522,"test"
4523,"train"
4524,"train"
4525,"train"
4526,"train"
4527,"train"
4528,"train"
4529,"train"
4530,"train"
4531,"train"
4532,"train"
4533,"train"
4534,"test"
4535,"train"
4536,"train"
4537,"train"
4538,"train"
4539,"test"
4540,"test"
4541,"train"
4542,"train"
4543,"test"
4544,"train"
4545,"train"
4546,"train"
4547,"train"
4548,"train"
4549,"train"
4550,"train"
4551,"test"
4552,"train"
4553,"train"
4554,"train"
4555,"train"
4556,"train"
4557,"test"
4558,"train"
4559,"train"
4560,"train"
4561,"train"
4562,"train"
4563,"train"
4564,"test"
4565,"test"
4566,"train"
4567,"train"
4568,"train"
4569,"train"
4570,"test"
4571,"train"
4572,"train"
4573,"train"
4574,"train"
4575,"train"
4576,"train"
4577,"test"
4578,"train"
4579,"train"
4580,"test"
4581,"train"
4582,"train"
4583,"train"
4584,"train"
4585,"train"
4586,"train"
4587,"test"
4588,"train"
4589,"train"
4590,"test"
4591,"train"
4592,"train"
4593,"train"
4594,"train"
4595,"train"
4596,"test"
4597,"train"
4598,"test"
4599,"train"
4600,"test"
4601,"train"
4602,"test"
4603,"train"
4604,"train"
4605,"train"
4606,"test"
4607,"train"
4608,"train"
4609,"train"
4610,"train"
4611,"train"
4612,"train"
4613,"test"
4614,"train"
4615,"train"
4616,"train"
4617,"train"
4618,"train"
4619,"train"
4620,"train"
4621,"train"
4622,"train"
4623,"train"
4624,"train"
4625,"train"
4626,"train"
4627,"train"
4628,"train"
4629,"train"
4630,"train"
4631,"train"
4632,"train"
4633,"test"
4634,"train"
4635,"train"
4636,"train"
4637,"test"
4638,"test"
4639,"train"
4640,"train"
4641,"train"
4642,"test"
4643,"train"
4644,"train"
4645,"train"
4646,"train"
4647,"train"
4648,"train"
4649,"test"
4650,"train"
4651,"train"
4652,"train"
4653,"train"
4654,"train"
4655,"train"
4656,"train"
4657,"train"
4658,"train"
4659,"train"
4660,"train"
4661,"train"
4662,"test"
4663,"train"
4664,"test"
4665,"train"
4666,"train"
4667,"test"
4668,"train"
4669,"train"
4670,"train"
4671,"train"
4672,"test"
4673,"train"
4674,"train"
4675,"train"
4676,"train"
4677,"train"
4678,"train"
4679,"test"
4680,"train"
4681,"train"
4682,"train"
4683,"test"
4684,"test"
4685,"train"
4686,"test"
4687,"train"
4688,"train"
4689,"test"
4690,"train"
4691,"test"
4692,"train"
4693,"test"
4694,"train"
4695,"test"
4696,"train"
4697,"test"
4698,"test"
4699,"train"
4700,"train"
4701,"train"
4702,"test"
4703,"test"
4704,"train"
4705,"train"
4706,"train"
4707,"train"
4708,"train"
4709,"train"
4710,"train"
4711,"test"
4712,"train"
4713,"train"
4714,"train"
4715,"train"
4716,"test"
4717,"test"
4718,"test"
4719,"train"
4720,"train"
4721,"train"
4722,"test"
4723,"train"
4724,"train"
4725,"test"
4726,"train"
4727,"train"
4728,"train"
4729,"test"
4730,"train"
4731,"train"
4732,"train"
4733,"train"
4734,"train"
4735,"train"
4736,"train"
4737,"train"
4738,"train"
4739,"train"
4740,"train"
4741,"train"
4742,"train"
4743,"train"
4744,"train"
4745,"test"
4746,"train"
4747,"train"
4748,"train"
4749,"train"
4750,"train"
4751,"train"
4752,"train"
4753,"train"
4754,"train"
4755,"train"
4756,"train"
4757,"train"
4758,"train"
4759,"train"
4760,"train"
4761,"test"
4762,"train"
4763,"train"
4764,"train"
4765,"train"
4766,"train"
4767,"train"
4768,"train"
4769,"train"
4770,"train"
4771,"test"
4772,"train"
4773,"test"
4774,"train"
4775,"train"
4776,"train"
4777,"train"
4778,"train"
4779,"train"
4780,"train"
4781,"train"
4782,"train"
4783,"train"
4784,"train"
4785,"train"
4786,"train"
4787,"train"
4788,"test"
4789,"train"
4790,"train"
4791,"train"
4792,"test"
4793,"train"
4794,"test"
4795,"test"
4796,"train"
4797,"train"
4798,"test"
4799,"train"
4800,"train"
4801,"train"
4802,"train"
4803,"train"
4804,"train"
4805,"train"
4806,"test"
4807,"train"
4808,"train"
4809,"train"
4810,"train"
4811,"train"
4812,"test"
4813,"test"
4814,"test"
4815,"train"
4816,"train"
4817,"train"
4818,"test"
4819,"train"
4820,"train"
4821,"train"
4822,"train"
4823,"test"
4824,"train"
4825,"train"
4826,"train"
4827,"train"
4828,"train"
4829,"train"
4830,"train"
4831,"train"
4832,"train"
4833,"test"
4834,"test"
4835,"train"
4836,"train"
4837,"train"
4838,"test"
4839,"train"
4840,"train"
4841,"train"
4842,"test"
4843,"train"
4844,"train"
4845,"test"
4846,"test"
4847,"train"
4848,"train"
4849,"train"
4850,"train"
4851,"train"
4852,"train"
4853,"test"
4854,"test"
4855,"train"
4856,"train"
4857,"test"
4858,"train"
4859,"test"
4860,"train"
4861,"train"
4862,"train"
4863,"train"
4864,"test"
4865,"train"
4866,"train"
4867,"train"
4868,"train"
4869,"train"
4870,"train"
4871,"train"
4872,"train"
4873,"train"
4874,"train"
4875,"train"
4876,"train"
4877,"train"
4878,"train"
4879,"train"
4880,"train"
4881,"train"
4882,"test"
4883,"train"
4884,"train"
4885,"test"
4886,"train"
4887,"train"
4888,"train"
4889,"train"
4890,"train"
4891,"train"
4892,"train"
4893,"test"
4894,"train"
4895,"train"
4896,"train"
4897,"train"
4898,"test"
4899,"train"
4900,"train"
4901,"train"
4902,"train"
4903,"train"
4904,"train"
4905,"test"
4906,"test"
4907,"train"
4908,"train"
4909,"train"
4910,"train"
4911,"train"
4912,"train"
4913,"train"
4914,"test"
4915,"train"
4916,"train"
4917,"train"
4918,"train"
4919,"train"
4920,"train"
4921,"train"
4922,"train"
4923,"train"
4924,"train"
4925,"test"
4926,"test"
4927,"train"
4928,"train"
4929,"train"
4930,"train"
4931,"train"
4932,"test"
4933,"train"
4934,"test"
4935,"train"
4936,"train"
4937,"train"
4938,"test"
4939,"test"
4940,"test"
4941,"train"
4942,"train"
4943,"train"
4944,"test"
4945,"train"
4946,"train"
4947,"test"
4948,"test"
4949,"train"
4950,"train"
4951,"train"
4952,"train"
4953,"train"
4954,"train"
4955,"train"
4956,"train"
4957,"train"
4958,"train"
4959,"train"
4960,"train"
4961,"train"
4962,"train"
4963,"test"
4964,"train"
4965,"train"
4966,"train"
4967,"train"
4968,"train"
4969,"train"
4970,"train"
4971,"train"
4972,"test"
4973,"train"
4974,"train"
4975,"train"
4976,"train"
4977,"train"
4978,"train"
4979,"train"
4980,"train"
4981,"test"
4982,"test"
4983,"train"
4984,"train"
4985,"train"
4986,"test"
4987,"train"
4988,"train"
4989,"train"
4990,"train"
4991,"train"
4992,"train"
4993,"train"
4994,"train"
4995,"test"
4996,"train"
4997,"train"
4998,"train"
4999,"test"
5000,"train"
5001,"train"
5002,"train"
5003,"train"
5004,"train"
5005,"test"
5006,"test"
5007,"test"
5008,"train"
5009,"test"
5010,"train"
5011,"train"
5012,"test"
5013,"train"
5014,"train"
5015,"train"
5016,"train"
5017,"test"
5018,"train"
5019,"train"
5020,"train"
5021,"test"
5022,"train"
5023,"train"
5024,"test"
5025,"train"
5026,"train"
5027,"test"
5028,"train"
5029,"train"
5030,"train"
5031,"train"
5032,"train"
5033,"train"
5034,"test"
5035,"train"
5036,"train"
5037,"train"
5038,"train"
5039,"train"
5040,"train"
5041,"train"
5042,"test"
5043,"test"
5044,"train"
5045,"train"
5046,"test"
5047,"test"
5048,"train"
5049,"train"
5050,"train"
5051,"train"
5052,"train"
5053,"train"
5054,"train"
5055,"test"
5056,"train"
5057,"train"
5058,"train"
5059,"test"
5060,"test"
5061,"train"
5062,"train"
5063,"test"
5064,"train"
5065,"train"
5066,"train"
5067,"train"
5068,"train"
5069,"train"
5070,"train"
5071,"train"
5072,"test"
5073,"train"
5074,"train"
5075,"train"
5076,"train"
5077,"train"
5078,"train"
5079,"train"
5080,"test"
5081,"train"
5082,"train"
5083,"train"
5084,"train"
5085,"train"
5086,"train"
5087,"train"
5088,"test"
5089,"test"
5090,"train"
5091,"train"
5092,"train"
5093,"test"
5094,"test"
5095,"train"
5096,"train"
5097,"train"
5098,"test"
5099,"test"
5100,"train"
5101,"train"
5102,"train"
5103,"train"
5104,"train"
5105,"train"
5106,"train"
5107,"train"
5108,"train"
5109,"test"
5110,"train"
5111,"train"
5112,"train"
5113,"train"
5114,"train"
5115,"test"
5116,"train"
5117,"train"
5118,"train"
5119,"train"
5120,"train"
5121,"test"
5122,"train"
5123,"train"
5124,"train"
5125,"train"
5126,"test"
5127,"test"
5128,"test"
5129,"train"
5130,"train"
5131,"train"
5132,"train"
5133,"test"
5134,"train"
5135,"train"
5136,"test"
5137,"train"
5138,"test"
5139,"test"
5140,"train"
5141,"train"
5142,"train"
5143,"train"
5144,"test"
5145,"train"
5146,"train"
5147,"train"
5148,"train"
5149,"train"
5150,"train"
5151,"test"
5152,"train"
5153,"train"
5154,"train"
5155,"train"
5156,"train"
5157,"train"
5158,"train"
5159,"train"
5160,"train"
5161,"train"
5162,"train"
5163,"test"
5164,"train"
5165,"test"
5166,"train"
5167,"train"
5168,"train"
5169,"train"
5170,"train"
5171,"train"
5172,"train"
5173,"test"
5174,"train"
5175,"train"
5176,"train"
5177,"train"
5178,"train"
5179,"train"
5180,"train"
5181,"train"
5182,"train"
5183,"test"
5184,"test"
5185,"train"
5186,"test"
5187,"train"
5188,"train"
5189,"train"
5190,"train"
5191,"train"
5192,"train"
5193,"test"
5194,"train"
5195,"train"
5196,"test"
5197,"train"
5198,"train"
5199,"train"
5200,"train"
5201,"train"
5202,"test"
5203,"train"
5204,"train"
5205,"train"
5206,"train"
5207,"test"
5208,"test"
5209,"train"
5210,"train"
5211,"train"
5212,"test"
5213,"train"
5214,"train"
5215,"train"
5216,"train"
5217,"test"
5218,"train"
5219,"test"
5220,"train"
5221,"train"
5222,"train"
5223,"test"
5224,"test"
5225,"test"
5226,"train"
5227,"train"
5228,"train"
5229,"train"
5230,"test"
5231,"train"
5232,"train"
5233,"train"
5234,"train"
5235,"train"
5236,"train"
5237,"train"
5238,"train"
5239,"train"
5240,"train"
5241,"train"
5242,"train"
5243,"train"
5244,"test"
5245,"test"
5246,"train"
5247,"train"
5248,"train"
5249,"train"
5250,"train"
5251,"train"
5252,"train"
5253,"train"
5254,"test"
5255,"test"
5256,"test"
5257,"train"
5258,"test"
5259,"test"
5260,"train"
5261,"train"
5262,"test"
5263,"train"
5264,"train"
5265,"train"
5266,"train"
5267,"train"
5268,"train"
5269,"train"
5270,"train"
5271,"train"
5272,"test"
5273,"train"
5274,"train"
5275,"train"
5276,"train"
5277,"train"
5278,"train"
5279,"train"
5280,"train"
5281,"train"
5282,"test"
5283,"train"
5284,"train"
5285,"train"
5286,"test"
5287,"train"
5288,"train"
5289,"test"
5290,"train"
5291,"test"
5292,"train"
5293,"train"
5294,"train"
5295,"train"
5296,"train"
5297,"train"
5298,"train"
5299,"train"
5300,"train"
5301,"train"
5302,"train"
5303,"train"
5304,"train"
5305,"train"
5306,"train"
5307,"train"
5308,"train"
5309,"train"
5310,"train"
5311,"train"
5312,"train"
5313,"train"
5314,"test"
5315,"test"
5316,"train"
5317,"train"
5318,"train"
5319,"train"
5320,"train"
5321,"train"
5322,"train"
5323,"train"
5324,"train"
5325,"train"
5326,"train"
5327,"train"
5328,"train"
5329,"train"
5330,"train"
5331,"train"
5332,"train"
5333,"train"
5334,"train"
5335,"train"
5336,"train"
5337,"train"
5338,"train"
5339,"train"
5340,"train"
5341,"test"
5342,"train"
5343,"test"
5344,"train"
5345,"train"
5346,"train"
5347,"train"
5348,"train"
5349,"train"
5350,"train"
5351,"test"
5352,"train"
5353,"train"
5354,"test"
5355,"train"
5356,"train"
5357,"train"
5358,"train"
5359,"train"
5360,"train"
5361,"train"
5362,"train"
5363,"train"
5364,"test"
5365,"test"
5366,"train"
5367,"train"
5368,"train"
5369,"train"
5370,"train"
5371,"test"
5372,"train"
5373,"test"
5374,"train"
5375,"train"
5376,"train"
5377,"train"
5378,"test"
5379,"train"
5380,"train"
5381,"test"
5382,"train"
5383,"train"
5384,"test"
5385,"test"
5386,"train"
5387,"train"
5388,"test"
5389,"train"
5390,"train"
5391,"test"
5392,"test"
5393,"train"
5394,"test"
5395,"train"
5396,"train"
5397,"train"
5398,"test"
5399,"train"
